system_a,system_b,pair_name,n_seeds,median_score,mean_score,std_score,min_score,max_score,normalized_score
VIS,VIS,VIS,5,0.25,0.24999999999999994,0.07071067811865475,0.15,0.35,0.4480918327903499
VIS,SM,SM-VIS,5,0.15,0.16,0.05253570214625479,0.1,0.25,0.5717962022610484
VIS,DAN,DAN-VIS,5,0.48,0.43,0.08809086218218098,0.3,0.52,0.779268380439981
VIS,VAN,VAN-VIS,5,0.3,0.27999999999999997,0.07720103626247514,0.15,0.38,0.12661837568220813
VIS,LIMBIC,LIMBIC-VIS,5,0.15,0.14,0.019999999999999997,0.1,0.15,0.5049862940032303
VIS,FPN,FPN-VIS,5,0.55,0.5640000000000001,0.09264987857520375,0.45,0.72,0.6971841257456881
VIS,DMN,DMN-VIS,5,0.25,0.22999999999999998,0.05099019513592784,0.15,0.3,0.9859296817789884
VIS,SUBCORTICAL,SUBCORTICAL-VIS,5,0.32,0.30999999999999994,0.061318838867023565,0.2,0.38,0.5988720671384967
VIS,CEREBELLAR,CEREBELLAR-VIS,5,0.3,0.258,0.064,0.15,0.32,0.45292368249836357
SM,SM,SM,5,0.15,0.146,0.040792156108742275,0.1,0.2,0.6287301505801531
SM,DAN,DAN-SM,5,0.2,0.312,0.1887220177933672,0.18,0.68,0.38901387376273966
SM,VAN,SM-VAN,5,0.15,0.162,0.04308131845707603,0.1,0.22,0.05137049885373424
SM,LIMBIC,LIMBIC-SM,5,0.1,0.11000000000000001,0.019999999999999997,0.1,0.15,0.9199936810587757
SM,FPN,FPN-SM,5,0.4,0.42799999999999994,0.1737124060048677,0.22,0.72,0.19418885321076051
SM,DMN,DMN-SM,5,0.15,0.146,0.031999999999999994,0.1,0.18,0.9431436330710099
SM,SUBCORTICAL,SM-SUBCORTICAL,5,0.3,0.30999999999999994,0.08099382692526634,0.2,0.42,0.5625652158867036
SM,CEREBELLAR,CEREBELLAR-SM,5,0.2,0.27,0.11224972160321824,0.15,0.45,0.1306420040614954
DAN,DAN,DAN,5,0.55,0.6039999999999999,0.08867919710958143,0.5,0.72,0.06896614797079692
DAN,VAN,DAN-VAN,5,0.55,0.51,0.09777525249264254,0.35,0.62,0.2812559748993362
DAN,LIMBIC,DAN-LIMBIC,5,0.2,0.196,0.01496662954709577,0.18,0.22,0.08056986704530222
DAN,FPN,DAN-FPN,5,0.85,0.834,0.049234134500364686,0.75,0.9,0.7701752616750791
DAN,DMN,DAN-DMN,5,0.4,0.422,0.0926066952223218,0.3,0.58,0.36762329470453514
DAN,SUBCORTICAL,DAN-SUBCORTICAL,5,0.5,0.5519999999999999,0.12286578042726136,0.42,0.74,0.09452500568052813
DAN,CEREBELLAR,CEREBELLAR-DAN,5,0.32,0.314,0.0662117814289874,0.2,0.4,0.748374827060474
VAN,VAN,VAN,5,0.4,0.38,0.07042726744663605,0.3,0.48,0.8113607246473513
VAN,LIMBIC,LIMBIC-VAN,5,0.2,0.196,0.032619012860600184,0.15,0.25,0.8126334991208356
VAN,FPN,FPN-VAN,5,0.55,0.526,0.04586937976471885,0.45,0.58,0.7422281562342756
VAN,DMN,DMN-VAN,5,0.38,0.36,0.05059644256269408,0.3,0.42,0.9181709833120714
VAN,SUBCORTICAL,SUBCORTICAL-VAN,5,0.35,0.376,0.06086049621881176,0.3,0.48,0.9026319809786835
VAN,CEREBELLAR,CEREBELLAR-VAN,5,0.22,0.22599999999999998,0.057131427428342804,0.15,0.3,0.051045643649709316
LIMBIC,LIMBIC,LIMBIC,5,0.15,0.14,0.02756809750418044,0.1,0.18,0.9014947087061281
LIMBIC,FPN,FPN-LIMBIC,5,0.25,0.252,0.04069397989875161,0.18,0.3,0.9991787423227012
LIMBIC,DMN,DMN-LIMBIC,5,0.2,0.198,0.06823488843692793,0.12,0.32,0.638302955769783
LIMBIC,SUBCORTICAL,LIMBIC-SUBCORTICAL,5,0.2,0.24599999999999994,0.06681317235396025,0.18,0.35,0.3272541654680009
LIMBIC,CEREBELLAR,CEREBELLAR-LIMBIC,5,0.12,0.124,0.022449944320643643,0.1,0.15,0.2723954164640897
FPN,FPN,FPN,5,0.88,0.8720000000000001,0.019390719429665335,0.85,0.9,0.7476344493799096
FPN,DMN,DMN-FPN,5,0.5,0.534,0.11128342194594847,0.42,0.68,0.7291833079632538
FPN,SUBCORTICAL,FPN-SUBCORTICAL,5,0.75,0.764,0.09264987857520378,0.65,0.92,0.14449617069222143
FPN,CEREBELLAR,CEREBELLAR-FPN,5,0.42,0.454,0.1290891165048394,0.35,0.7,0.05672478840481909
DMN,DMN,DMN,5,0.28,0.31599999999999995,0.11568923891183658,0.18,0.52,0.793005541139686
DMN,SUBCORTICAL,DMN-SUBCORTICAL,5,0.22,0.26399999999999996,0.10480458005259123,0.15,0.45,0.9516293528356816
DMN,CEREBELLAR,CEREBELLAR-DMN,5,0.18,0.202,0.05344155686354956,0.15,0.28,0.4333790233068433
SUBCORTICAL,SUBCORTICAL,SUBCORTICAL,5,0.4,0.44400000000000006,0.10365326815879951,0.35,0.62,0.11637802533659014
SUBCORTICAL,CEREBELLAR,CEREBELLAR-SUBCORTICAL,5,0.3,0.314,0.10947145746723208,0.2,0.52,0.7976342531233122
CEREBELLAR,CEREBELLAR,CEREBELLAR,5,0.3,0.286,0.07337574531137656,0.15,0.35,0.393979543054765
