seed,fold,scope,kind,alpha_WM,alpha_FI,lambda_amp,lambda_prior,restart,final_loss,steps,converged,chosen
4343,0,C0_la0.1_lp0.0_if0,MT,,,0.1,0.0,0,0.10219797860882278,454,True,False
4343,0,C0_la0.1_lp0.0_if0,MT,,,0.1,0.0,1,0.08839150805865759,1206,True,True
4343,0,C0_la0.1_lp0.0_if1,MT,,,0.1,0.0,0,0.085644395601152,1500,False,True
4343,0,C0_la0.1_lp0.0_if1,MT,,,0.1,0.0,1,0.0931313374933823,1500,False,False
4343,0,C0_la0.1_lp0.0_if2,MT,,,0.1,0.0,0,0.10839274329638557,606,True,False
4343,0,C0_la0.1_lp0.0_if2,MT,,,0.1,0.0,1,0.08739103557320867,1091,True,True
4343,0,C0_la1.0_lp0.0_if0,MT,,,1.0,0.0,0,0.6414592281745658,233,True,False
4343,0,C0_la1.0_lp0.0_if0,MT,,,1.0,0.0,1,0.553575578980785,349,True,True
4343,0,C0_la1.0_lp0.0_if1,MT,,,1.0,0.0,0,0.6165581782134637,214,True,False
4343,0,C0_la1.0_lp0.0_if1,MT,,,1.0,0.0,1,0.553233795703769,251,True,True
4343,0,C0_la1.0_lp0.0_if2,MT,,,1.0,0.0,0,0.5380035287761293,645,True,False
4343,0,C0_la1.0_lp0.0_if2,MT,,,1.0,0.0,1,0.5318579980601597,258,True,True
4343,0,C0_la10.0_lp0.0_if0,MT,,,10.0,0.0,0,1.4093553189176995,271,True,False
4343,0,C0_la10.0_lp0.0_if0,MT,,,10.0,0.0,1,1.3066115708388752,206,True,True
4343,0,C0_la10.0_lp0.0_if1,MT,,,10.0,0.0,0,1.4441927939678896,332,True,False
4343,0,C0_la10.0_lp0.0_if1,MT,,,10.0,0.0,1,1.1571668751208737,318,True,True
4343,0,C0_la10.0_lp0.0_if2,MT,,,10.0,0.0,0,1.190150112437983,563,True,True
4343,0,C0_la10.0_lp0.0_if2,MT,,,10.0,0.0,1,1.20309030347513,348,True,False
4343,0,C1_la0.1_lp0.01_if0,MT,,,0.1,0.01,0,0.14406513076826932,877,True,True
4343,0,C1_la0.1_lp0.01_if0,MT,,,0.1,0.01,1,0.1508399812314119,962,True,False
4343,0,C1_la0.1_lp0.01_if1,MT,,,0.1,0.01,0,0.1404812155163785,1500,False,True
4343,0,C1_la0.1_lp0.01_if1,MT,,,0.1,0.01,1,0.14696695493619114,770,True,False
4343,0,C1_la0.1_lp0.01_if2,MT,,,0.1,0.01,0,0.1406523201305629,1293,True,True
4343,0,C1_la0.1_lp0.01_if2,MT,,,0.1,0.01,1,0.14193475989721288,1500,False,False
4343,0,C1_la0.1_lp0.1_if0,MT,,,0.1,0.1,0,0.5141263433961708,614,True,False
4343,0,C1_la0.1_lp0.1_if0,MT,,,0.1,0.1,1,0.48920965946525613,961,True,True
4343,0,C1_la0.1_lp0.1_if1,MT,,,0.1,0.1,0,0.5137167195972675,960,True,False
4343,0,C1_la0.1_lp0.1_if1,MT,,,0.1,0.1,1,0.4970240921685446,634,True,True
4343,0,C1_la0.1_lp0.1_if2,MT,,,0.1,0.1,0,0.47845616379147277,1365,True,True
4343,0,C1_la0.1_lp0.1_if2,MT,,,0.1,0.1,1,0.49756166667706636,937,True,False
4343,0,C1_la0.1_lp1.0_if0,MT,,,0.1,1.0,0,6.139346690286076,200,True,False
4343,0,C1_la0.1_lp1.0_if0,MT,,,0.1,1.0,1,5.988256452856605,200,True,True
4343,0,C1_la0.1_lp1.0_if1,MT,,,0.1,1.0,0,6.1969483248791954,200,True,False
4343,0,C1_la0.1_lp1.0_if1,MT,,,0.1,1.0,1,6.009797068304133,200,True,True
4343,0,C1_la0.1_lp1.0_if2,MT,,,0.1,1.0,0,6.114307275893332,200,True,False
4343,0,C1_la0.1_lp1.0_if2,MT,,,0.1,1.0,1,5.991240495797089,200,True,True
4343,0,C1_la1.0_lp0.01_if0,MT,,,1.0,0.01,0,0.5667737250221663,750,True,True
4343,0,C1_la1.0_lp0.01_if0,MT,,,1.0,0.01,1,0.6136795093978148,750,True,False
4343,0,C1_la1.0_lp0.01_if1,MT,,,1.0,0.01,0,0.49588908816054095,772,True,True
4343,0,C1_la1.0_lp0.01_if1,MT,,,1.0,0.01,1,0.555472058175141,563,True,False
4343,0,C1_la1.0_lp0.01_if2,MT,,,1.0,0.01,0,0.48876016952355145,1101,True,True
4343,0,C1_la1.0_lp0.01_if2,MT,,,1.0,0.01,1,0.5584018053298064,481,True,False
4343,0,C1_la1.0_lp0.1_if0,MT,,,1.0,0.1,0,0.9881210918717778,243,True,True
4343,0,C1_la1.0_lp0.1_if0,MT,,,1.0,0.1,1,1.0018877451596113,200,True,False
4343,0,C1_la1.0_lp0.1_if1,MT,,,1.0,0.1,0,0.9463183300170539,379,True,True
4343,0,C1_la1.0_lp0.1_if1,MT,,,1.0,0.1,1,0.9614000326126525,639,True,False
4343,0,C1_la1.0_lp0.1_if2,MT,,,1.0,0.1,0,0.9104320434132671,327,True,True
4343,0,C1_la1.0_lp0.1_if2,MT,,,1.0,0.1,1,0.9428617638224188,515,True,False
4343,0,C1_la1.0_lp1.0_if0,MT,,,1.0,1.0,0,7.007410418639471,200,True,False
4343,0,C1_la1.0_lp1.0_if0,MT,,,1.0,1.0,1,6.838873975191298,200,True,True
4343,0,C1_la1.0_lp1.0_if1,MT,,,1.0,1.0,0,6.919567160400133,200,True,False
4343,0,C1_la1.0_lp1.0_if1,MT,,,1.0,1.0,1,6.707129854751259,200,True,True
4343,0,C1_la1.0_lp1.0_if2,MT,,,1.0,1.0,0,7.056937788205826,200,True,False
4343,0,C1_la1.0_lp1.0_if2,MT,,,1.0,1.0,1,6.6694254025527835,200,True,True
4343,0,C1_la10.0_lp0.01_if0,MT,,,10.0,0.01,0,1.2803230968432497,739,True,True
4343,0,C1_la10.0_lp0.01_if0,MT,,,10.0,0.01,1,1.3595454437400698,382,True,False
4343,0,C1_la10.0_lp0.01_if1,MT,,,10.0,0.01,0,1.49980704461177,200,True,False
4343,0,C1_la10.0_lp0.01_if1,MT,,,10.0,0.01,1,1.2659626515105507,252,True,True
4343,0,C1_la10.0_lp0.01_if2,MT,,,10.0,0.01,0,1.241838794429423,641,True,False
4343,0,C1_la10.0_lp0.01_if2,MT,,,10.0,0.01,1,1.206294609953734,415,True,True
4343,0,C1_la10.0_lp0.1_if0,MT,,,10.0,0.1,0,1.7916963428048192,307,True,False
4343,0,C1_la10.0_lp0.1_if0,MT,,,10.0,0.1,1,1.730306168531874,277,True,True
4343,0,C1_la10.0_lp0.1_if1,MT,,,10.0,0.1,0,1.6687590502712064,236,True,False
4343,0,C1_la10.0_lp0.1_if1,MT,,,10.0,0.1,1,1.6491295983311396,278,True,True
4343,0,C1_la10.0_lp0.1_if2,MT,,,10.0,0.1,0,1.6536658988124657,203,True,False
4343,0,C1_la10.0_lp0.1_if2,MT,,,10.0,0.1,1,1.6019816704781236,428,True,True
4343,0,C1_la10.0_lp1.0_if0,MT,,,10.0,1.0,0,7.524698121351309,200,True,False
4343,0,C1_la10.0_lp1.0_if0,MT,,,10.0,1.0,1,7.4693624359405355,200,True,True
4343,0,C1_la10.0_lp1.0_if1,MT,,,10.0,1.0,0,7.518916400059067,200,True,False
4343,0,C1_la10.0_lp1.0_if1,MT,,,10.0,1.0,1,7.469314582235248,200,True,True
4343,0,C1_la10.0_lp1.0_if2,MT,,,10.0,1.0,0,7.520639197239823,200,True,False
4343,0,C1_la10.0_lp1.0_if2,MT,,,10.0,1.0,1,7.46957760130095,200,True,True
4343,0,C2_la0.1_lp0.01_if0,MT,,,0.1,0.01,0,0.15142290955148557,697,True,False
4343,0,C2_la0.1_lp0.01_if0,MT,,,0.1,0.01,1,0.1494377273183022,1077,True,True
4343,0,C2_la0.1_lp0.01_if1,MT,,,0.1,0.01,0,0.13969451281001266,1359,True,False
4343,0,C2_la0.1_lp0.01_if1,MT,,,0.1,0.01,1,0.12810238687794917,1022,True,True
4343,0,C2_la0.1_lp0.01_if2,MT,,,0.1,0.01,0,0.14528083770058697,775,True,False
4343,0,C2_la0.1_lp0.01_if2,MT,,,0.1,0.01,1,0.12846343723495343,1500,False,True
4343,0,C2_la0.1_lp0.1_if0,MT,,,0.1,0.1,0,0.4985310184786061,775,True,True
4343,0,C2_la0.1_lp0.1_if0,MT,,,0.1,0.1,1,0.5036401123816489,621,True,False
4343,0,C2_la0.1_lp0.1_if1,MT,,,0.1,0.1,0,0.5953531012219941,1500,False,False
4343,0,C2_la0.1_lp0.1_if1,MT,,,0.1,0.1,1,0.5242283176822045,717,True,True
4343,0,C2_la0.1_lp0.1_if2,MT,,,0.1,0.1,0,0.4916340234757414,1002,True,True
4343,0,C2_la0.1_lp0.1_if2,MT,,,0.1,0.1,1,0.5062106400188867,510,True,False
4343,0,C2_la0.1_lp1.0_if0,MT,,,0.1,1.0,0,6.624978007562315,200,True,False
4343,0,C2_la0.1_lp1.0_if0,MT,,,0.1,1.0,1,6.0430256553826185,200,True,True
4343,0,C2_la0.1_lp1.0_if1,MT,,,0.1,1.0,0,6.69038759404577,200,True,False
4343,0,C2_la0.1_lp1.0_if1,MT,,,0.1,1.0,1,6.099414627405802,200,True,True
4343,0,C2_la0.1_lp1.0_if2,MT,,,0.1,1.0,0,6.6460141110569895,200,True,False
4343,0,C2_la0.1_lp1.0_if2,MT,,,0.1,1.0,1,6.063742191054977,200,True,True
4343,0,C2_la1.0_lp0.01_if0,MT,,,1.0,0.01,0,0.6414592005458578,347,True,True
4343,0,C2_la1.0_lp0.01_if0,MT,,,1.0,0.01,1,0.6628470878588689,300,True,False
4343,0,C2_la1.0_lp0.01_if1,MT,,,1.0,0.01,0,0.5455855350034458,473,True,True
4343,0,C2_la1.0_lp0.01_if1,MT,,,1.0,0.01,1,0.5512472949144669,616,True,False
4343,0,C2_la1.0_lp0.01_if2,MT,,,1.0,0.01,0,0.6298889451026308,315,True,False
4343,0,C2_la1.0_lp0.01_if2,MT,,,1.0,0.01,1,0.5478819793348578,669,True,True
4343,0,C2_la1.0_lp0.1_if0,MT,,,1.0,0.1,0,0.9473707823209017,543,True,True
4343,0,C2_la1.0_lp0.1_if0,MT,,,1.0,0.1,1,0.9704682974140605,651,True,False
4343,0,C2_la1.0_lp0.1_if1,MT,,,1.0,0.1,0,0.9394825089770775,512,True,False
