roi_index,prior_score
1,0.131591758245584
2,0.054308765460786
3,0.07601283729904207
4,0.5682361434824877
5,0.745010501187475
6,0.35893386284501316
7,0.36331194388894783
8,0.5322050459577347
9,0.7829299276035242
10,0.9278394280682003
11,0.07712105721756002
12,0.29607228764872207
13,0.011145162327886204
14,0.6706994267415011
15,0.027509790768388442
16,0.8790862905583103
17,0.19211558531615136
18,0.8822014652890955
19,0.9716701088665001
20,0.07414333106961157
21,0.4124043876255764
22,0.2332632774900294
23,0.21901966734065803
24,0.19034856220699248
25,0.1376843273581705
26,0.9576609589867093
27,0.8760965076022398
28,0.360623561985542
29,0.48076047386110965
30,0.4740822521826984
31,0.7995678795656348
32,0.9761755156618525
33,0.14437122307779748
34,0.12017525536003126
35,0.41207443572512925
36,0.9679258049325973
37,0.7973666973797482
38,0.3954198746919605
39,0.31624040538721254
40,0.7550986330182288
41,0.3659218273572463
42,0.8980778311422974
43,0.305947688558459
44,0.8083946723995881
45,0.745806037693489
46,0.37897489757616576
47,0.5974050366235845
48,0.5829979746386558
49,0.41425819536799113
50,0.05474974523732701
51,0.33777491984203567
52,0.6589385697793682
53,0.3790061505000515
54,0.6562976608149104
55,0.7618740919789345
56,0.6363802664830813
57,0.7328713477796122
58,0.6880050997823837
59,0.048322833157512624
60,0.9877516023711213
61,0.4003993639494685
62,0.63396736913642
63,0.33605824013883856
64,0.26575366568844927
65,0.9824631657528835
66,0.08813771686509553
67,0.407548743729105
68,0.9273632655283585
69,0.7534509525421925
70,0.3280821716100074
71,0.3622034163830884
72,0.6310406349870521
73,0.508220300204647
74,0.6687610855142007
75,0.33108399981660774
76,0.018422831699534625
77,0.009305388913783741
78,0.005019193847030423
79,0.7192076242698553
80,0.14125005334697627
81,0.7489162073206033
82,0.4960621678065731
83,0.4764771273914046
84,0.9428034131402536
85,0.3878770591533276
86,0.4332533174988247
87,0.38037178719852993
88,0.9426168221395892
89,0.07572207836737199
90,0.9776938756832732
91,0.030302358867457357
92,0.6894259410203153
93,0.6571868630162011
94,0.1291145507266821
95,0.33476286083347884
96,0.9735764419198514
97,0.09442055109175596
98,0.6905374002346942
99,0.23329122891096277
100,0.09377299911522763
101,0.6647198891428924
102,0.8722484210031451
103,0.49435918256066247
104,0.046476274819959085
105,0.45107163084851587
106,0.5176448492748229
107,0.3275335279975433
108,0.2263661394743497
109,0.870087889413954
110,0.7812420058734901
111,0.8295921183827807
112,0.7814631379807631
113,0.6903350180873472
114,0.44915464911613445
115,0.4765943423932668
116,0.17627592751780785
