roi_index,prior_score
1,0.4895089951413024
2,0.02008625771662831
3,0.5983055964443359
4,0.6340985466032124
5,0.6475853899078018
6,0.3466592992628702
7,0.16850864119266495
8,0.9070053693891207
9,0.995055874165677
10,0.2261429341082487
11,0.10066188474135407
12,0.4761433568672556
13,0.5357739677926031
14,0.4665274744404708
15,0.8295535693232571
16,0.03159701972144591
17,0.1529478672171236
18,0.16003687579207027
19,0.3881797627667607
20,0.8583959279249881
21,0.570384778844288
22,0.35036532656673314
23,0.7342632239522496
24,0.5884135220853219
25,0.9359082192828165
26,0.29954410729842207
27,0.1819947420861333
28,0.3521453680320624
29,0.8689378493351648
30,0.7509858884520991
31,0.86344765169878
32,0.4020750045034557
33,0.49226859178813276
34,0.10213754938683117
35,0.873248113304616
36,0.11174938288756331
37,0.40007565946343426
38,0.21275170253705722
39,0.9023864687116312
40,0.7420298437266464
41,0.566767837394347
42,0.44781290808423757
43,0.5635875158647418
44,0.544037282959293
45,0.6209396403092762
46,0.3478088247659008
47,0.13534348069769508
48,0.7134908265378878
49,0.3494240987559376
50,0.5024553139350243
51,0.4277269196626722
52,0.14298395657850982
53,0.8548711679517246
54,0.456173333642212
55,0.6674171280650317
56,0.7997496758679982
57,0.2760722330613894
58,0.19017201685622986
59,0.9272371618560401
60,0.01416232218612068
61,0.48465440704001006
62,0.2648190921811038
63,0.9386830640654411
64,0.6047458098247422
65,0.4575776900813062
66,0.6874792058279264
67,0.09146681229809184
68,0.27020265814129985
69,0.8080930526081156
70,0.15219854573046154
71,0.2451379379139702
72,0.23269746196154517
73,0.026831844058573195
74,0.694459714351207
75,0.26873498716146493
76,0.8054808487545115
77,0.6574013558855191
78,0.6102742574335447
79,0.45406955195840093
80,0.08680582815601834
81,0.639257578800734
82,0.6542352627227916
83,0.9963138744876895
84,0.20012489807012346
85,0.2558589331159168
86,0.6662954030103823
87,0.6141185019666621
88,0.21003016784476514
89,0.9116937595689721
90,0.17453511982397196
91,0.10697864408380597
92,0.6377737845018228
93,0.14324578792417964
94,0.8412988244265296
95,0.1771076147967754
96,0.4087727465226727
97,0.38108826601986834
98,0.6774620055896005
99,0.03396240681269369
100,0.25982437990073803
101,0.22276340814145634
102,0.41003710592651466
103,0.760828842059077
104,0.4004617907744924
105,0.572241195927528
106,0.24773492964200206
107,0.8583812604216101
108,0.7161153080576519
109,0.06290699113656406
110,0.16958538936815015
111,0.5299534686505527
112,0.01641744076447993
113,0.7686103987670071
114,0.9050379140642054
115,0.36852838314869074
116,0.2915850180816504
