system_a,system_b,pair_name,n_seeds,median_score,mean_score,std_score,min_score,max_score,normalized_score
VIS,VIS,VIS,0,0.002421844083893944,0.002421844083893944,0.0,0.002421844083893944,0.002421844083893944,0.0
VIS,SM,VIS-SM,0,0.0057057623816626464,0.0057057623816626464,0.0,0.0057057623816626464,0.0057057623816626464,0.0035888653357125898
VIS,DATN,VIS-DATN,0,0.04753462603878115,0.04753462603878115,0.0,0.04753462603878115,0.04753462603878115,0.04930198764855463
VIS,LIMBIC,VIS-LIMBIC,0,0.02940132285601217,0.02940132285601217,0.0,0.02940132285601217,0.02940132285601217,0.029484812763654375
VIS,FPN,VIS-FPN,0,0.004875346260387807,0.004875346260387807,0.0,0.004875346260387807,0.004875346260387807,0.002681336170359986
VIS,DMN,VIS-DMN,0,0.02496873763355754,0.02496873763355754,0.0,0.02496873763355754,0.02496873763355754,0.024640614458456542
VIS,VAS,VIS-VAS,0,0.026959504023215976,0.026959504023215976,0.0,0.026959504023215976,0.026959504023215976,0.026816244860772376
VIS,SUBCORTICAL,VIS-SUBCORTICAL,0,0.01514839730906212,0.01514839730906212,0.0,0.01514839730906212,0.01514839730906212,0.01390835019980278
VIS,CEREBELLAR,VIS-CEREBELLAR,0,0.018543727740403648,0.018543727740403648,0.0,0.018543727740403648,0.018543727740403648,0.01761897348072033
SM,SM,SM,0,0.012081823993181326,0.012081823993181326,0.0,0.012081823993181326,0.012081823993181326,0.010557012658834224
SM,DATN,SM-DATN,0,0.11013850415512466,0.11013850415512466,0.0,0.11013850415512466,0.11013850415512466,0.11771930735032086
SM,LIMBIC,SM-LIMBIC,0,0.0681233447992451,0.0681233447992451,0.0,0.0681233447992451,0.0681233447992451,0.07180258978484108
SM,FPN,SM-FPN,0,0.011296256836423008,0.011296256836423008,0.0,0.011296256836423008,0.011296256836423008,0.009698497165412899
SM,DMN,SM-DMN,0,0.0578529725122523,0.0578529725122523,0.0,0.0578529725122523,0.0578529725122523,0.06057850326883487
SM,VAS,SM-VAS,0,0.062465610720458385,0.062465610720458385,0.0,0.062465610720458385,0.062465610720458385,0.06561947441079725
SM,SUBCORTICAL,SM-SUBCORTICAL,0,0.03509908374174303,0.03509908374174303,0.0,0.03509908374174303,0.03509908374174303,0.03571167186300301
SM,CEREBELLAR,SM-CEREBELLAR,0,0.04296611975282332,0.04296611975282332,0.0,0.04296611975282332,0.04296611975282332,0.044309246551189514
DATN,DATN,DATN,0,0.9174515235457067,0.9174515235457067,0.0,0.9174515235457067,0.9174515235457067,1.0
DATN,LIMBIC,DATN-LIMBIC,0,0.5675346260387812,0.5675346260387812,0.0,0.5675346260387812,0.5675346260387812,0.6175895652775615
DATN,FPN,DATN-FPN,0,0.09410895660203138,0.09410895660203138,0.0,0.09410895660203138,0.09410895660203138,0.10020124437063557
DATN,DMN,DATN-DMN,0,0.4819722991689751,0.4819722991689751,0.0,0.4819722991689751,0.4819722991689751,0.5240818585984395
DATN,VAS,DATN-VAS,0,0.5204001231148048,0.5204001231148048,0.0,0.5204001231148048,0.5204001231148048,0.5660781181825346
DATN,SUBCORTICAL,DATN-SUBCORTICAL,0,0.292409972299169,0.292409972299169,0.0,0.292409972299169,0.292409972299169,0.31691663639351625
DATN,CEREBELLAR,DATN-CEREBELLAR,0,0.35795013850415525,0.35795013850415525,0.0,0.35795013850415525,0.35795013850415525,0.38854291002819724
