system_a,system_b,pair_name,n_seeds,median_score,mean_score,std_score,min_score,max_score,normalized_score
VIS,VIS,VIS,0,0.0022425256556369,0.0022425256556369,0.0,0.0022425256556369,0.0022425256556369,0.8371095634321439
VIS,SM,VIS-SM,0,0.0097680097680097,0.0097680097680097,0.0,0.0097680097680097,0.0097680097680097,0.25557808552120387
VIS,DATN,VIS-DATN,0,0.043010752688172,0.043010752688172,0.0,0.043010752688172,0.043010752688172,0.606539446787458
VIS,LIMBIC,VIS-LIMBIC,0,0.0236998025016457,0.0236998025016457,0.0,0.0236998025016457,0.0236998025016457,0.6893504181794655
VIS,FPN,VIS-FPN,0,0.0100273084144051,0.0100273084144051,0.0,0.0100273084144051,0.0100273084144051,0.48100464174089363
VIS,DMN,VIS-DMN,0,0.0313876088069636,0.0313876088069636,0.0,0.0313876088069636,0.0313876088069636,0.40762215289919024
VIS,VAS,VIS-VAS,0,0.0185754110485293,0.0185754110485293,0.0,0.0185754110485293,0.0185754110485293,0.262169784712308
VIS,SUBCORTICAL,VIS-SUBCORTICAL,0,0.0125813766366761,0.0125813766366761,0.0,0.0125813766366761,0.0125813766366761,0.5957373629789758
VIS,CEREBELLAR,VIS-CEREBELLAR,0,0.0113434952144629,0.0113434952144629,0.0,0.0113434952144629,0.0113434952144629,0.7812538046620131
SM,SM,SM,0,0.0385890172570713,0.0385890172570713,0.0,0.0385890172570713,0.0385890172570713,0.5458335678140142
SM,DATN,SM-DATN,0,0.1852770885028949,0.1852770885028949,0.0,0.1852770885028949,0.1852770885028949,0.9153249018420108
SM,LIMBIC,SM-LIMBIC,0,0.1020914569301666,0.1020914569301666,0.0,0.1020914569301666,0.1020914569301666,0.7416375078892198
SM,FPN,SM-FPN,0,0.0431945593235915,0.0431945593235915,0.0,0.0431945593235915,0.0431945593235915,0.7244391263618015
SM,DMN,SM-DMN,0,0.1352081610146126,0.1352081610146126,0.0,0.1352081610146126,0.1352081610146126,0.3055128474350254
SM,VAS,SM-VAS,0,0.0800171552859725,0.0800171552859725,0.0,0.0800171552859725,0.0800171552859725,0.6234456032360631
SM,SUBCORTICAL,SM-SUBCORTICAL,0,0.0541966993579896,0.0541966993579896,0.0,0.0541966993579896,0.0541966993579896,0.817532149158568
SM,CEREBELLAR,SM-CEREBELLAR,0,0.0488642870776865,0.0488642870776865,0.0,0.0488642870776865,0.0488642870776865,0.9567240294996874
DATN,DATN,DATN,0,0.8153543762284655,0.8153543762284655,0.0,0.8153543762284655,0.8153543762284655,0.9500352929075508
DATN,LIMBIC,DATN-LIMBIC,0,0.4495317377731528,0.4495317377731528,0.0,0.4495317377731528,0.4495317377731528,0.4837541018704846
DATN,FPN,DATN-FPN,0,0.1901953983119435,0.1901953983119435,0.0,0.1901953983119435,0.1901953983119435,0.20767045570732878
DATN,DMN,DATN-DMN,0,0.5953520638224072,0.5953520638224072,0.0,0.5953520638224072,0.5953520638224072,0.876724984066787
DATN,VAS,DATN-VAS,0,0.35233360311404,0.35233360311404,0.0,0.35233360311404,0.35233360311404,0.9343588437659037
DATN,SUBCORTICAL,DATN-SUBCORTICAL,0,0.2386403052375996,0.2386403052375996,0.0,0.2386403052375996,0.2386403052375996,0.5387090138281577
DATN,CEREBELLAR,DATN-CEREBELLAR,0,0.2151604898743295,0.2151604898743295,0.0,0.2151604898743295,0.2151604898743295,0.81842145609681
LIMBIC,LIMBIC,LIMBIC,0,0.2395267275600261,0.2395267275600261,0.0,0.2395267275600261,0.2395267275600261,0.7308364610427516
LIMBIC,FPN,LIMBIC-FPN,0,0.1048015460086219,0.1048015460086219,0.0,0.1048015460086219,0.1048015460086219,0.8624859827461185
LIMBIC,DMN,LIMBIC-DMN,0,0.3280511372082652,0.3280511372082652,0.0,0.3280511372082652,0.3280511372082652,0.6789836231537881
LIMBIC,VAS,LIMBIC-VAS,0,0.1941430057975322,0.1941430057975322,0.0,0.1941430057975322,0.1941430057975322,0.17820893434980323
LIMBIC,SUBCORTICAL,LIMBIC-SUBCORTICAL,0,0.1314956783962284,0.1314956783962284,0.0,0.1314956783962284,0.1314956783962284,0.9078559125900506
